company_name,investor_name,investor_category_code,funded_year
BTI Systems,GrowthWorks Atlantic Venture Fund,,2013
Oris4,GrowthWorks Atlantic Venture Fund,,2010
Smart Skin Technologies,GrowthWorks Atlantic Venture Fund,,2014
EQO,GrowthWorks Capital,,2007
EQO,GrowthWorks Capital,,2006
NowPublic,GrowthWorks Capital,,2007
xkoto,GrowthWorks Capital,,2007
Strutta,GrowthWorks Capital,,2008
PlanetEye,GrowthWorks Capital,,2007
Zeugma Systems,GrowthWorks Capital,,2007
xkoto,GrowthWorks Capital,,2009
Mixpo,GrowthWorks Capital,,2006
Mixpo,GrowthWorks Capital,,2009
OneChip Photonics,GrowthWorks Capital,,2009
GenoLogics,GrowthWorks Capital,,2009
Sutus,GrowthWorks Capital,,2008
iMPath Networks,GrowthWorks Capital,,2008
Inimex Pharmaceuticals,GrowthWorks Capital,,2008
Sysomos,GrowthWorks Capital,,2008
Inimex Pharmaceuticals,GrowthWorks Capital,,2004
Layer 7 Technologies,GrowthWorks Capital,,2009
Zeugma Systems,GrowthWorks Capital,,2009
Covarity,GrowthWorks Capital,,2009
CELLFOR,GrowthWorks Capital,,2007
Sutus,GrowthWorks Capital,,2008
Strutta,GrowthWorks Capital,,2009
Adnavance Technologies,GrowthWorks Capital,,2008
SWITCH Materials,GrowthWorks Capital,,2010
Sampling Technologies,GrowthWorks Capital,,2010
Layer 7 Technologies,GrowthWorks Capital,,2006
Viron Therapeutics,GrowthWorks Capital,,2006
Covarity,GrowthWorks Capital,,2006
D-Wave Systems,GrowthWorks Capital,,2006
Spotwave Wireless,GrowthWorks Capital,,2006
CELLFOR,GrowthWorks Capital,,2005
Adnavance Technologies,GrowthWorks Capital,,2005
Celator Pharmaceuticals,GrowthWorks Capital,,2010
Morega Systems,GrowthWorks Capital,,2010
ClearRisk,GrowthWorks Capital,,2011
Morega Systems,GrowthWorks Capital,,2007
General Fusion,GrowthWorks Capital,,2011
General Fusion,GrowthWorks Capital,,2009
PerspecSys,GrowthWorks Capital,,2011
Ambit Biosciences,GrowthWorks Capital,,2011
gShift Labs,GrowthWorks Capital,,2011
GenoLogics,GrowthWorks Capital,,2012
adfinitum Networks,GrowthWorks Capital,,2012
Ambit Biosciences,GrowthWorks Capital,,2012
Librestream Technologies Inc.,GrowthWorks Capital,,2008
BTI Systems,GrowthWorks Capital,,2014
ResponseTek,GrowthWorks Capital,,2014
The App3,GRP - Gest‹o de Recursos e Participaç›es,,2013
DataSift,GRP Partners,,2012
Copilot Labs,GRP Partners,,2012
ZestFinance,GRP Partners,,2011
ZestFinance,GRP Partners,,2012
Cellerix,Grupo Genetrix,,2010
Salir.com,Grupo Intercom,,2007
Uvinum,Grupo Intercom,,2010
Baobab Planet,Grupo Intercom,,2010
SoloStocks,Grupo Intercom,,2013
Iris Experience,Grupo ItNet,,2008
tagUin,Grupo ItNet,,2009
Infantium,Grupo ItNet,,2012
Reclamador,Grupo ItNet,,2013
ProVox Technologies,Gryphon Capital Partners,,2006
Path 1 Network Technologies,Gryphon Management Partners,,2005
Thrasos,GSK Canada Life Sciences Innovation Fund,,2012
Concert Pharmaceuticals,GSK Venture Fund,,2008
Anacor Pharmaceutical,GSK Venture Fund,,2009
diaDexus,GSK Venture Fund,,2009
diaDexus,GSK Venture Fund,,2007
CalciMedica,GSK Venture Fund,,2008
Trinity Biosystems,GSK Venture Fund,,2006
Resistentia Pharmaceuticals,GSK Venture Fund,,2006
Anacor Pharmaceutical,GSK Venture Fund,,2010
Springleaf Therapeutics,GSK Venture Fund,,2011
Elcelyx Therapeutics,GSM Fund,,2013
Laboratoires Nutrition & Cardiometabolisme,GSO Capital Partners,,2012
LocalVox Media,GSO Capital Partners,,2012
Billabong International,GSO Capital Partners,,2013
AdChina,GSR Ventures Management,,2009
Qunar.com,GSR Ventures Management,,2009
Qunar.com,GSR Ventures Management,,2007
Network Game Interaction,GSR Ventures Management,,2007
Lashou.com,GSR Ventures Management,,2010
Moonbasa,GSR Ventures Management,,2010
AdChina,GSR Ventures Management,,2011
C3Nano,GSR Ventures Management,,2011
Lashou.com,GSR Ventures Management,,2011
SunSun Lighting,GSR Ventures Management,,2011
Boston Power,GSR Ventures Management,,2011
Boston Power,GSR Ventures Management,,2011
C3Nano,GSR Ventures Management,,2012
SunSun Lighting,GSR Ventures Management,,2012
Protean Electric,GSR Ventures Management,,2012
Mirabilis Medica,GSR Ventures Management,,2013
iBoxPay,GSR Ventures Management,,2013
M-DAQ,GSR Ventures Management,,2013
Ele.me,GSR Ventures Management,,2013
Ele.me,GSR Ventures Management,,2013
NQ Mobile Inc.,GSR Ventures Management,,2010
NQ Mobile Inc.,GSR Ventures Management,,2007
NQ Mobile Inc.,GSR Ventures Management,,2010
NQ Mobile Inc.,GSR Ventures Management,,2010
NQ Mobile Inc.,GSR Ventures Management,,2011
Baihe,GSR Ventures Management,,2011
Baihe,GSR Ventures Management,,2005
Didi-Dache,GSR Ventures Management,,2012
Lashou.com,GSR Ventures Management,,2010
Shineon,GSR Ventures Management,,2011
Shineon,GSR Ventures Management,,2010
Shineon,GSR Ventures Management,,2009
iBoxPay,GSR Ventures Management,,2012
Hubs1,GSR Ventures Management,,2009
IAT-Auto,GSR Ventures Management,,2009
Kno,GSV Capital,,2011
Silver Spring Networks,GSV Capital,,2011
Chegg,GSV Capital,,2011
Gilt Groupe,GSV Capital,,2011
TRUECar,GSV Capital,,2011
Bloom Energy,GSV Capital,,2011
Grockit,GSV Capital,,2011
Control4,GSV Capital,,2011
The Echo System,GSV Capital,,2011
DreamBox Learning,GSV Capital,,2011
StormWind,GSV Capital,,2012
Fullbridge,GSV Capital,,2012
Bloom Energy,GSV Capital,,2012
Dailybreak Media,GSV Capital,,2012
rSmart,GSV Capital,,2012
CorpU,GSV Capital,,2012
Parchment,GSV Capital,,2014
Grockit,GSV Capital,,2012
Maven,GSV Capital,,2012
Tynker,GSV Capital,,2013
Dailybreak Media,GSV Capital,,2013
Dataminr,GSV Capital,,2013
Solexel,GSV Capital,,2013
Coursera,GSV Capital,,2013
Coursera,GSV Capital,,2013
Silicon Valley Data Science,GSV Capital,,2013
JAMF Software,GSV Capital,,2013
DreamBox Learning,GSV Capital,,2013
Knewton,GSV Capital,,2013
StormWind,GSV Capital,,2014
eegoes,GTA Capital,,2011
SystemsNet,GTCR Golder Rauner,,2005
Zeugma Systems,GTD Capital Holdings,,2009
Diablo Technologies,GTI Capital,,2008
DFT Microsystems,GTI Capital,,2006
Delivery Club,Guard Capital,,2013
RIO Brands,Guardian Capital Partners,,2011
RedLasso,Guggenheim Opportunity Fund,,2007
Cinchcast,Guggenheim Partners,,2011
TastemakerX,Guggenheim Partners,,2012
theAudience,Guggenheim Partners,,2012
Binary Event Network,Guggenheim Partners,,2013
CardCash.com,Guggenheim Partners,,2013
Conformity,Guggenheim Venture Partners,,2009
Intransa,Guggenheim Venture Partners,,2008
GreenLink Networks,Guggenheim Venture Partners,,2009
Intransa,Guggenheim Venture Partners,,2009
Ciclon Semiconductor Device Corporation,Guggenheim Venture Partners,,2007
Intransa,Guggenheim Venture Partners,,2010
TastemakerX,Guggenheim Venture Partners,,2013
Skyway Software,Guide Capital,,2007
Bocada,Guide Ventures,,2005
CSA Medical,Guide Ventures,,2013
Club W,Guild Capital,,2013
CEON Solutions Pvt,Gujarat Venture Finance,,2007
Itsalat International,Gulf Capital,,2006
Bomgar,GulfSouth Capital,,2005
SemiSouth Laboratories,GulfSouth Capital,,2006
Bomgar,GulfSouth Capital,,2007
SmartSynch,GulfSouth Capital,,2005
Cubie,Gumi Ventures,,2012
Fifth Generation Systems,"Gund Investment, LLC",,2008
Fifth Generation Systems,"Gund Investment, LLC",,2006
WaveTec Vision,"Gund Investment, LLC",,2011
BioNano Genomics,"Gund Investment, LLC",,2012
BioNano Genomics,"Gund Investment, LLC",,2013
fabrik,Gunderson Dettmer,,2005
Factual,Gunderson Dettmer,,2010
SinglePlatform,Gunderson Dettmer,,2010
IFTTT,Gunderson Dettmer,,2012
Whistle,Gunderson Dettmer,,2013
Aperto Networks,GunnAllen Venture Partners,,2007
Aperto Networks,GunnAllen Venture Partners,,2008
Aperto Networks,GunnAllen Venture Partners,,2006
Atrica,GunnAllen Venture Partners,,2006
Nethra Imaging,GunnAllen Venture Partners,,2006
LGC Wireless,GunnAllen Venture Partners,,2005
FundersClub,GVA,,2012
OLSET,GVA capital,,2013
Semprius,GVC Venture Fund,,2009
Piku Media K.K.,GVC Venture Fund,,2010
ByteShield,Gylling Investment AB,,2008
A10 Networks,H&Q Asia Pacific,,2006
Silicon Genesis,H&Q Asia Pacific,,2007
Power Analog Microelectronics,H&Q Asia Pacific,,2007
Anchor Semiconductor,H&Q Asia Pacific,,2006
A10 Networks,H&Q Asia Pacific,,2005
Senhwa Biosciences,H&Q Asia Pacific,,2013
SMIC,H&Q Asia Pacific,,2001
Labcyte,H&Q Healthcare Investors,,2013
CardioKinetix,H&Q Healthcare Investors,,2013
Labcyte,H&Q Life Sciences Investors,,2013
CardioKinetix,H&Q Life Sciences Investors,,2013
Euthymics Bioscience,H&Q Venture Capital,,2011
nanosys,H.B. Fuller Ventures,,2005
Aquapharm Biodiscovery,H.I.E. Argyll,,2007
NeuWave Medical,H.I.G. BioVentures,,2012
Intact Vascular,H.I.G. BioVentures,,2012
Cerephex,H.I.G. BioVentures,,2012
Der GrÌ_ne Punkt ‰ÛÒ Duales System Deutschland,H.I.G. Capital,,2011
Hart InterCivic,H.I.G. Capital,,2011
Locaid,H.I.G. Capital,,2012
CDI Computer Distribution Inc.,H.I.G. Growth Partners,,2014
Batanga Media,H.I.G. Ventures,,2007
REVShare,H.I.G. Ventures,,2007
Batanga Media,H.I.G. Ventures,,2006
NorthStar Systems International,H.I.G. Ventures,,2007
Batanga Media,H.I.G. Ventures,,2009
Suniva,H.I.G. Ventures,,2009
Quinnova Pharmaceuticals,H.I.G. Ventures,,2009
Triad Retail  Media,H.I.G. Ventures,,2009
Zilker Labs,H.I.G. Ventures,,2007
Gemin X Pharmaceuticals,H.I.G. Ventures,,2008
Hispanic Media,H.I.G. Ventures,,2006
FanLib,H.I.G. Ventures,,2006
Nexidia,H.I.G. Ventures,,2006
CYA Technologies,H.I.G. Ventures,,2007
Lancope,H.I.G. Ventures,,2006
EGT,H.I.G. Ventures,,2006
Zilker Labs,H.I.G. Ventures,,2006
Locaid,H.I.G. Ventures,,2005
AGEIA Technologies,H.I.G. Ventures,,2005
HexaTech,H.I.G. Ventures,,2005
LVL7 Systems,H.I.G. Ventures,,2005
Invistics,H.I.G. Ventures,,2005
Nexidia,H.I.G. Ventures,,2010
SpotXchange,H.I.G. Ventures,,2010
Locaid,H.I.G. Ventures,,2011
CardioFocus,H.I.G. Ventures,,2011
Alder Biopharmaceuticals,H.I.G. Ventures,,2012
Funambol,H.I.G. Ventures,,2012
Lancope,H.I.G. Ventures,,2002
Lancope,H.I.G. Ventures,,2003
Lancope,H.I.G. Ventures,,2004
Locaid,H.I.G. Ventures,,2013
Kreditech,H2 Investment Properties,,2012
Kreditech,H2 Investments,,2013
Eykona Technologies,H2O Venture Partners,,2010
Microbial Solutions,H2O Venture Partners,,2008
PeerMe,HaanSoft,,2005
Filmaster,HackFwd,,2011
sharypic,HackFwd,,2011
Gate 53|10 Technologies,HackFwd,,2010
yoone,HackFwd,,2010
FlockOfBirds,HackFwd,,2010
Fantasy Shopper,HackFwd,,2010
Pro 3 Games,HackFwd,,2010
Infogram,HackFwd,,2012
Visualnest,HackFwd,,2012
Cobook,HackFwd,,2012
HipLogiq,Hadron Global Partners,,2013
HipLogiq,Hadron Global Partners,,2013
GLO,Hafslund Venture,,2010
Morning Tec,Haitong Leading Capital Management,,2014
Azendoo,Halisol,,2012
Cloud Sherpas,Hallett Capital,,2010
Cloud Sherpas,Hallett Capital,,2010
Salesfusion,Hallett Capital,,2013
Salesfusion,Hallett Capital,,2013
Salesfusion,Hallett Capital,,2014
InishTech,Halo Business Angel Network,,2010
PolicyStat,HALO Capital Group,,2010
Emerging Threats,HALO Capital Group,,2013
in2apps,Halo Capital NYC,,2007
OneSource Virtual,Halyard Capital,,2013
FlowCardia,Hambrecht & Quist Capital Management,,2007
Raven Biotechnologies,Hambrecht & Quist Capital Management,,2005
Euthymics Bioscience,Hambrecht & Quist Capital Management,,2010
Tibion Bionic Technologies,Hambrecht & Quist Capital Management,,2011
Veniti,Hambrecht & Quist Capital Management,,2011
ACTIVE Network,Hambrecht EU Capital,,2000
PhotoThera,Hamilton BioVentures,,2009
Transcept Pharmaceuticals,Hamilton BioVentures,,2007
Ceregene,Hamilton BioVentures,,2007
PhotoThera,Hamilton BioVentures,,2006
Troika Networks,Hamilton BioVentures,,2005
DoublePositive,Hamilton Investment Partners,,2007
Loosecubes,Hamilton Investment Partners,,2012
Schoolnet,Hamilton Lane,,2009
Schoolnet,Hamilton Lane,,2006
2080 Media,Hamilton Ventures LLC,,2010
BrightWhistle,Hamilton Ventures LLC,,2011
BrightWhistle,Hamilton Ventures LLC,,2012
PlayOn! Sports,Hamilton Ventures LLC,,2010
PlayOn! Sports,Hamilton Ventures LLC,,2011
2080 Media,Hamilton Ventures LLC,,2013
Daylight Solutions,HamiltonTech Capital Partners,,2006
charming charlie,Hancock Park Associates,,2014
AlephCloud Systems,Handbag,,2013
Ascletis,Hangzhou Binjiang Investment Holding,,2011
XRONet,Hanmi Venture Capital,,2008
Handmark,Hanna Ventures,,2006
Handmark,Hanna Ventures,,2005
CX,Hanna Ventures,,2011
CouchCommerce,Hannover Beteiligungsfonds,,2013
Tacoda,Hanseatic Americas,,2007
OneRoof Energy,Hanwha Investment Corp,,2011
IGAWorks,Hanwha Investment Corp,,2012
JackBe,Harbert Management Corporation,,2007
Yap,Harbert Management Corporation,,2008
JackBe,Harbert Management Corporation,,2008
Modus eDiscovery,Harbert Management Corporation,,2013
Unitrends Software,Harbert Venture Partners,,2008
Aldagen,Harbert Venture Partners,,2008
Innovative Biosensors,Harbert Venture Partners,,2008
ControlScan,Harbert Venture Partners,,2010
Aldagen,Harbert Venture Partners,,2007
TapRoot Systems,Harbert Venture Partners,,2005
PeopleMatter,Harbert Venture Partners,,2010
Innovative Biosensors,Harbert Venture Partners,,2005
Privaris,Harbert Venture Partners,,2005
Unitrends Software,Harbert Venture Partners,,2005
nContact Surgical,Harbert Venture Partners,,2010
PeopleMatter,Harbert Venture Partners,,2011
OpenQ,Harbert Venture Partners,,2011
Yap,Harbert Venture Partners,,2010
Mobile Posse,Harbert Venture Partners,,2012
Racemi,Harbert Venture Partners,,2012
Netsertive,Harbert Venture Partners,,2012
RegisterPatient,Harbert Venture Partners,,2012
PeopleMatter,Harbert Venture Partners,,2013
WiserTogether,Harbert Venture Partners,,2013
PeopleMatter,Harbert Venture Partners,,2013
Invincea,Harbert Venture Partners,,2013
LightSquared,Harbinger Capital Partners,,2011
Plaxo,Harbinger Ventures,,2003
"Splashtop, Inc",Harbinger Ventures,,2006
"Splashtop, Inc",Harbinger Ventures,,2007
A10 Networks,Harbinger Ventures,,2006
A10 Networks,Harbinger Ventures,,2008
Envivio,Harbinger Ventures,,2008
Optovue,Harbinger Ventures,,2007
Envivio,Harbinger Ventures,,2009
Quellan,Harbinger Ventures,,2007
A10 Networks,Harbinger Ventures,,2005
Paxera,Harbinger Ventures,,2005
Centrality Communications,Harbinger Ventures,,2005
Coda Automotive,Harbinger Ventures,,2011
VeriSilicon Holdings,Harbinger Ventures,,2005
AutoNavi,Harbinger Ventures,,2006
Quintic,Harbinger Ventures,,2008
VeriSilicon Holdings,Harbinger Ventures,,2003
Basho Technologies,Harbor Island Equity Partners,,2009
Sensory Analytics,Harbor Island Equity Partners,,2008
FetchDog,Harbor Light Capital Partners,,2009
Draker,Harbor Light Capital Partners,,2008
Eggrock Partners,Harbor Light Capital Partners,,2009
Carmell Therapeutics,Harbor Light Capital Partners,,2011
Draker,Harbor Light Capital Partners,,2011
Vets First Choice,Harbor Light Capital Partners,,2012
Draker,Harbor Light Capital Partners,,2012
EnerTrac,Harbor Light Capital Partners,,2013
Terascala,Harbor Light Capital Partners,,2013
Alcyone Lifesciences,Harbor Light Capital Partners,,2014
LensVector,Harbor Pacific Capital,,2010
"ChargePoint, Inc.",Harbor Pacific Capital,,2010
Evernote,Harbor Pacific Capital,,2012
Ginger Software,Harbor Pacific Capital,,2012
Noom,Harbor Pacific Capital,,2012
Fondu,Harbor Road Ventures,,2011
Aprecia Pharmaceuticals,Harborview Advisors,,2007
ACE*COMM,Harborview Advisors,,2007
BravoSolution,Harborview Advisors,,2005
ShareThis,Harbourton,,2013
PhotoBox,HarbourVest Partners,,2007
WeatherBug,HarbourVest Partners,,2000
WeatherBug,HarbourVest Partners,,2004
Mimeo,HarbourVest Partners,,2007
eTapestry,HarbourVest Partners,,2000
Envivio,HarbourVest Partners,,2008
Sepaton,HarbourVest Partners,,2009
"Gomez, Inc.",HarbourVest Partners,,2001
EPAC Software Technologies,HarbourVest Partners,,2008
Flash Networks,HarbourVest Partners,,2008
Axerra Networks,HarbourVest Partners,,2008
Envivio,HarbourVest Partners,,2009
eInstruction,HarbourVest Partners,,2008
Sepaton,HarbourVest Partners,,2007
Avectra,HarbourVest Partners,,2007
Photoways,HarbourVest Partners,,2007
Panda Security,HarbourVest Partners,,2007
Finjan,HarbourVest Partners,,2006
Flash Networks,HarbourVest Partners,,2006
MobileAccess Networks,HarbourVest Partners,,2006
Axerra Networks,HarbourVest Partners,,2005
MobileAccess Networks,HarbourVest Partners,,2005
Nexidia,HarbourVest Partners,,2010
Integrated Development Enterprise,HarbourVest Partners,,2005
Wayfair,HarbourVest Partners,,2011
Innoveer Solutions (now Cloud Sherpas),HarbourVest Partners,,2012
Wayfair,HarbourVest Partners,,2012
Outbrain,HarbourVest Partners,,2013
Towne Park,HarbourVest Partners,,2014
1Mind,hardGamma Ventures,,2013
Deligic,hardGamma Ventures,,2012
Filmaster,hardGamma Ventures,,2013
ASOCS,Harel Hertz Investment House,,2008
ASOCS,Harel Hertz Investment House,,2005
Transactis,Harland Financial Solutions,,2012
Creativity Software,Harlequin Corporate Finance,,2006
OpenSesame,Harmony Investments,,2011
CrowdFlower,Harmony Partners,,2011
Vaultive,Harmony Partners,,2012
Education Elements,Harmony Partners,,2012
Natera,Harmony Partners,,2013
Divide,Harmony Partners,,2013
Smartling,Harmony Partners,,2013
BioMotiv,Harrington Family,,2012
BioMotiv,Harrington Family,,2013
Nextreme Thermal Solutions,Harris & Harris Group,,2005
Nextreme Thermal Solutions,Harris & Harris Group,,2008
NanoOpto,Harris & Harris Group,,2005
BioVex,Harris & Harris Group,,2009
BridgeLux,Harris & Harris Group,,2008
Solazyme,Harris & Harris Group,,2008
Solazyme,Harris & Harris Group,,2009
Kovio,Harris & Harris Group,,2009
Cobalt Technologies,Harris & Harris Group,,2008
TetraVitae Bioscience,Harris & Harris Group,,2008
Kovio,Harris & Harris Group,,2007
Xradia,Harris & Harris Group,,2007
Innovalight,Harris & Harris Group,,2009
Cambrios Technologies,Harris & Harris Group,,2009
Cambrios Technologies,Harris & Harris Group,,2005
Laser Light Engines,Harris & Harris Group,,2009
Metabolon,Harris & Harris Group,,2009
D-Wave Systems,Harris & Harris Group,,2008
NanoGram,Harris & Harris Group,,2008
Innovalight,Harris & Harris Group,,2010
Contour Energy Systems,Harris & Harris Group,,2010
Metabolon,Harris & Harris Group,,2006
NeoPhotonics,Harris & Harris Group,,2006
Cswitch,Harris & Harris Group,,2006
NanoGram,Harris & Harris Group,,2006
D-Wave Systems,Harris & Harris Group,,2006
Crystal IS,Harris & Harris Group,,2006
BridgeLux,Harris & Harris Group,,2006
NanoOpto,Harris & Harris Group,,2006
SiOnyx,Harris & Harris Group,,2006
Adesto Technologies,Harris & Harris Group,,2010
Mersana Therapeutics,Harris & Harris Group,,2005
NeoPhotonics,Harris & Harris Group,,2005
Chlorogen,Harris & Harris Group,,2005
Laser Light Engines,Harris & Harris Group,,2010
Geo Semiconductor,Harris & Harris Group,,2010
nanosys,Harris & Harris Group,,2005
Molecular Imprints,Harris & Harris Group,,2005
Kovio,Harris & Harris Group,,2005
SiOnyx,Harris & Harris Group,,2010
Nano Terra,Harris & Harris Group,,2011
Cobalt Technologies,Harris & Harris Group,,2011
Kovio,Harris & Harris Group,,2011
Contour Energy Systems,Harris & Harris Group,,2011
HzO,Harris & Harris Group,,2011
Metabolon,Harris & Harris Group,,2011
BridgeLux,Harris & Harris Group,,2011
Senova Systems,Harris & Harris Group,,2012
OpGen,Harris & Harris Group,,2012
D-Wave Systems,Harris & Harris Group,,2012
Nantero,Harris & Harris Group,,2012
AgBiome,Harris & Harris Group,,2013
Kovio,Harris & Harris Group,,2012
BridgeLux,Harris & Harris Group,,2007
ABSMaterials,Harris & Harris Group,,2013
Metabolon,Harris & Harris Group,,2014
Myxer,Harris Preston & Partners,,2007
Perfect Escapes,Harris Preston & Partners,,2007
Widgetbox,Harrison Metal Capital,,2008
Widgetbox,Harrison Metal Capital,,2007
Aardvark,Harrison Metal Capital,,2007
Heroku,Harrison Metal Capital,,2008
Lumos Labs,Harrison Metal Capital,,2007
Lumos Labs,Harrison Metal Capital,,2008
Kirkland North,Harrison Metal Capital,,2008
Polyvore,Harrison Metal Capital,,2007
PlayCrafter,Harrison Metal Capital,,2008
Aardvark,Harrison Metal Capital,,2008
FanSnap,Harrison Metal Capital,,2009
FanSnap,Harrison Metal Capital,,2008
Plastic Jungle,Harrison Metal Capital,,2009
DocVerse,Harrison Metal Capital,,2008
FanSnap,Harrison Metal Capital,,2009
B-Stock Solutions,Harrison Metal Capital,,2009
Panjiva,Harrison Metal Capital,,2008
Polyvore,Harrison Metal Capital,,2009
Yummly,Harrison Metal Capital,,2010
Recurly,Harrison Metal Capital,,2010
Mixer Labs,Harrison Metal Capital,,2008
threadsy,Harrison Metal Capital,,2008
Mixer Labs,Harrison Metal Capital,,2009
Bloomspot,Harrison Metal Capital,,2009
National Payment Network,Harrison Metal Capital,,2009
Yardsellr,Harrison Metal Capital,,2010
Zoodles,Harrison Metal Capital,,2010
Manymoon,Harrison Metal Capital,,2009
Hello Chair,Harrison Metal Capital,,2010
Heroku,Harrison Metal Capital,,2010
Blockboard,Harrison Metal Capital,,2010
ModCloth,Harrison Metal Capital,,2010
Bloomspot,Harrison Metal Capital,,2010
Yardsellr,Harrison Metal Capital,,2010
MoPub,Harrison Metal Capital,,2010
Gigwalk,Harrison Metal Capital,,2011
StackMob,Harrison Metal Capital,,2011
Lumos Labs,Harrison Metal Capital,,2011
card.io,Harrison Metal Capital,,2011
MoPub,Harrison Metal Capital,,2011
Joyus,Harrison Metal Capital,,2011
Bloomspot,Harrison Metal Capital,,2011
Euclid,Harrison Metal Capital,,2011
Birchbox,Harrison Metal Capital,,2011
Good Eggs,Harrison Metal Capital,,2011
Recurly,Harrison Metal Capital,,2012
Wantful,Harrison Metal Capital,,2012
Yummly,Harrison Metal Capital,,2012
Metaresolver,Harrison Metal Capital,,2012
ModCloth,Harrison Metal Capital,,2012
vLine,Harrison Metal Capital,,2012
Lumos Labs,Harrison Metal Capital,,2012
MoPub,Harrison Metal Capital,,2012
Gigwalk,Harrison Metal Capital,,2012
Euclid,Harrison Metal Capital,,2010
PagerDuty,Harrison Metal Capital,,2013
Rivet & Sway,Harrison Metal Capital,,2013
nWay,Harrison Metal Capital,,2012
Euclid,Harrison Metal Capital,,2013
CircleCI,Harrison Metal Capital,,2013
AdStack,Harrison Metal Capital,,2012
Joyus,Harrison Metal Capital,,2013
Librato,Harrison Metal Capital,,2013
500px,Harrison Metal Capital,,2013
Good Eggs,Harrison Metal Capital,,2013
AltSchool,Harrison Metal Capital,,2013
Peel,Harrison Metal Capital,,2009
Cover Lockscreen,Harrison Metal Capital,,2013
Mine,Harrison Metal Capital,,2012
Recurly,Harrison Metal Capital,,2012
Bloc,Harrison Metal Capital,,2013
nWay,Harrison Metal Capital,,2013
Main Street Hub,Harrison Metal Capital,,2014
Cleversafe,Harrison Street Real Estate Capital,,2007
globa.ly,Hart Ventures,,2010
Crown in Town,Hart Ventures,,2010
Text‡do,Hart Ventures,,2010
Bundle Buy,Hart Ventures,,2009
Everything Club,Hart Ventures,,2010
Million Dollar Earth,Hart Ventures,,2011
"ChargePoint, Inc.",Hartford Ventures,,2010
Oncothyreon,Hartz Capital,,2010
Grouply,Harvard Angel Group,,2007
Grouply,Harvard Angel Group,,2008
Grouply,Harvard Angel Group,,2008
Blue Buzz Network,Harvard Angel Group,,2010
Glue Networks,Harvard Angel Group,,2011
Koolanoo Group,Harvard Angel Group,,2007
Ninja Metrics,Harvard Angel Group,,2012
Ninja Metrics,Harvard Business School Angels,,2013
TrustEgg,Harvard Business School Angels,,2013
hiogi,Hasso Plattner Ventures,,2007
BrightView Systems,Hasso Plattner Ventures,,2009
SmApper Technologies,Hasso Plattner Ventures,,2007
hiogi,Hasso Plattner Ventures,,2009
OpenSynergy,Hasso Plattner Ventures,,2008
RIB Software,Hasso Plattner Ventures,,2010
Smeet,Hasso Plattner Ventures,,2006
datango,Hasso Plattner Ventures,,2006
SponsorPay,Hasso Plattner Ventures,,2010
Panaya,Hasso Plattner Ventures,,2010
INCHRON,Hasso Plattner Ventures,,2011
KnowledgeTree,Hasso Plattner Ventures,,2012
HitFox Group,Hasso Plattner Ventures,,2011
MONOQI,Hasso Plattner Ventures,,2012
Diablo Technologies,Hasso Plattner Ventures,,2012
Panaya,Hasso Plattner Ventures,,2013
GoEuro,Hasso Plattner Ventures,,2013
PlaytestCloud,Hasso Plattner Ventures,,2012
VersionEye,Hasso Plattner Ventures,,2013
TORCH.sh,Hasso Plattner Ventures,,2013
PlaytestCloud,Hasso-Plattner-Institut fŸr Softwaresystemtechnik GmbH,,2012
Marport Deep Sea Technologies,Hastings Equity Partners,,2011
Extreme Plastics Plus,Hastings Equity Partners,,2013
MedCity News,"Hatch Partners, LLC",,2008
Tackk,"Hatch Partners, LLC",,2012
Tackk,"Hatch Partners, LLC",,2013
Thumbplay,Hatch Ventures,,2009
BookFresh,Hatch Ventures,,2009
Univa,Hatteras Funds,,2011
GainSpan,Hatteras Funds,,2011
Kontiki,Hatteras Funds,,2012
KnowledgeTree,Hatteras Funds,,2012
GainSpan,Hatteras Funds,,2013
Lineagen,Hatteras Funds,,2013
ArtusLabs,Hatteras Venture Partners,,2008
SpineAlign Medical,Hatteras Venture Partners,,2008
Viamet Pharmaceuticals,Hatteras Venture Partners,,2009
PhaseBio Pharmaceuticals,Hatteras Venture Partners,,2010
PhaseBio Pharmaceuticals,Hatteras Venture Partners,,2007
Viamet Pharmaceuticals,Hatteras Venture Partners,,2007
TetraLogic Pharmaceuticals,Hatteras Venture Partners,,2010
Clinipace WorldWide,Hatteras Venture Partners,,2011
Clearside Biomedical,Hatteras Venture Partners,,2012
GeneCentric Diagnostics,Hatteras Venture Partners,,2012
PhaseBio Pharmaceuticals,Hatteras Venture Partners,,2012
Coferon,Hatteras Venture Partners,,2012
G1 Therapeutics,Hatteras Venture Partners,,2013
Sideris Pharmaceuticals,Hatteras Venture Partners,,2013
Curoverse,Hatteras Venture Partners,,2013
Telesphere Networks,Hawkeye Investments,,2009
Nomiku,HAXLR8R,,2012
Melon #usemelon,HAXLR8R,,2012
Shaka,HAXLR8R,,2012
Loccie,HAXLR8R,,2012
Portable Scores,HAXLR8R,,2012
Bilibot,HAXLR8R,,2012
Sassor,HAXLR8R,,2012
Kindara,HAXLR8R,,2012
foc.us,HAXLR8R,,2013
Helios,HAXLR8R,,2013
Yeelink,HAXLR8R,,2013
HexAirbot,HAXLR8R,,2013
Fabule,HAXLR8R,,2013
Molecule Synth,HAXLR8R,,2013
Vibease,HAXLR8R,,2013
