company_name,investor_name,investor_category_code,funded_year
Joost,Sequoia Capital,,2007
Plaxo,Sequoia Capital,,2002
Plaxo,Sequoia Capital,,2003
Plaxo,Sequoia Capital,,2004
POPSUGAR,Sequoia Capital,,2006
YouTube,Sequoia Capital,,2005
YouTube,Sequoia Capital,,2006
Funny Or Die,Sequoia Capital,,2007
RockYou,Sequoia Capital,,2007
RockYou,Sequoia Capital,,2007
adBrite,Sequoia Capital,,2004
adBrite,Sequoia Capital,,2006
Meebo,Sequoia Capital,,2005
LinkedIn,Sequoia Capital,,2003
Insider Pages,Sequoia Capital,,2006
Mahalo,Sequoia Capital,,2006
Mahalo,Sequoia Capital,,2007
Kontera,Sequoia Capital,,2007
Kontera,Sequoia Capital,,2006
Google,Sequoia Capital,,1999
Mevio,Sequoia Capital,,2005
Cafe Press,Sequoia Capital,,2005
Atom Entertainment,Sequoia Capital,,2001
Digital Chocolate,Sequoia Capital,,2003
eHarmony,Sequoia Capital,,2004
WeatherBug,Sequoia Capital,,2004
Zappos,Sequoia Capital,,2004
CTS Media,Sequoia Capital,,2007
CTS Media,Sequoia Capital,,2006
Minglebox,Sequoia Capital,,2007
AdMob,Sequoia Capital,,2007
AdMob,Sequoia Capital,,2006
Jive Software,Sequoia Capital,,2007
Jajah,Sequoia Capital,,2006
Eons,Sequoia Capital,,2007
Eons,Sequoia Capital,,2006
RingCentral,Sequoia Capital,,2007
Xoom Corporation,Sequoia Capital,,2007
TokBox,Sequoia Capital,,2007
Dash,Sequoia Capital,,2006
Dash,Sequoia Capital,,2007
Trulia,Sequoia Capital,,2007
Songbird,Sequoia Capital,,2006
Loopt,Sequoia Capital,,2005
Loopt,Sequoia Capital,,2007
adBrite,Sequoia Capital,,2007
Quantenna Communications,Sequoia Capital,,2007
56.com,Sequoia Capital,,2007
ApnaPaisa,Sequoia Capital,,2007
KAYAK,Sequoia Capital,,2004
KAYAK,Sequoia Capital,,2007
A123 Systems,Sequoia Capital,,2007
Funny Or Die,Sequoia Capital,,2007
Kenshoo,Sequoia Capital,,2007
Meraki,Sequoia Capital,,2007
Meraki,Sequoia Capital,,2008
Amobee,Sequoia Capital,,2006
HealthCentral,Sequoia Capital,,2008
Widgetbox,Sequoia Capital,,2008
imeem,Sequoia Capital,,2004
Collactive,Sequoia Capital,,2007
RingCentral,Sequoia Capital,,2008
SearchMe,Sequoia Capital,,2005
SearchMe,Sequoia Capital,,2006
SearchMe,Sequoia Capital,,2007
SearchMe,Sequoia Capital,,2007
Fon,Sequoia Capital,,2006
Fon,Sequoia Capital,,2007
Widgetbox,Sequoia Capital,,2007
Cotendo,Sequoia Capital,,2008
Pure Digital Technologies,Sequoia Capital,,2007
Kenshoo,Sequoia Capital,,2008
imeem,Sequoia Capital,,2008
Meebo,Sequoia Capital,,2008
MarketLive,Sequoia Capital,,2008
Cisco,Sequoia Capital,,1987
ImageShack,Sequoia Capital,,2007
Aster Data Systems,Sequoia Capital,,2007
PopularMedia,Sequoia Capital,,2007
Gracenote,Sequoia Capital,,2004
Gracenote,Sequoia Capital,,2002
Clearwell Systems,Sequoia Capital,,2007
SearchMe,Sequoia Capital,,2008
Stardoll,Sequoia Capital,,2006
LinkedIn,Sequoia Capital,,2008
Skyrider,Sequoia Capital,,2008
MarkLogic,Sequoia Capital,,2002
MarkLogic,Sequoia Capital,,2003
Guruji,Sequoia Capital,,2006
MarkLogic,Sequoia Capital,,2007
51.com,Sequoia Capital,,2006
Mevio,Sequoia Capital,,2008
Unisfair,Sequoia Capital,,2008
Trulia,Sequoia Capital,,2008
Challenge Games,Sequoia Capital,,2008
Appirio,Sequoia Capital,,2008
PopularMedia,Sequoia Capital,,2008
Amobee,Sequoia Capital,,2008
TokBox,Sequoia Capital,,2008
Palo Alto Networks,Sequoia Capital,,2008
PeakStream,Sequoia Capital,,2006
Dropbox,Sequoia Capital,,2008
Challenge Games,Sequoia Capital,,2008
GameFly,Sequoia Capital,,2003
AdMob,Sequoia Capital,,2008
Dash,Sequoia Capital,,2008
Palo Alto Networks,Sequoia Capital,,2006
Palo Alto Networks,Sequoia Capital,,2007
FireEye,Sequoia Capital,,2005
FireEye,Sequoia Capital,,2008
UUSEE,Sequoia Capital,,2005
Conformia Software,Sequoia Capital,,2007
Jasper Wireless,Sequoia Capital,,2008
Provigent,Sequoia Capital,,2007
ScaleMP,Sequoia Capital,,2008
Ruckus Wireless,Sequoia Capital,,2007
Aster Data Systems,Sequoia Capital,,2009
Aruba Networks,Sequoia Capital,,2006
Storwize,Sequoia Capital,,2007
Bihu.com,Sequoia Capital,,2008
Litepoint,Sequoia Capital,,2007
Qihoo 360 Technology,Sequoia Capital,,2006
Appirio,Sequoia Capital,,2009
Cotendo,Sequoia Capital,,2009
SynapSense,Sequoia Capital,,2009
C12 Energy,Sequoia Capital,,2009
Stoke,Sequoia Capital,,2005
Stoke,Sequoia Capital,,2009
Quantenna Communications,Sequoia Capital,,2009
Storwize,Sequoia Capital,,2008
Maxscend Technologies,Sequoia Capital,,2008
SatNav Technologies,Sequoia Capital,,2008
MarkLogic,Sequoia Capital,,2009
LogLogic,Sequoia Capital,,2009
POPSUGAR,Sequoia Capital,,2009
Bubbly,Sequoia Capital,,2009
GameGround,Sequoia Capital,,2009
Jasper Wireless,Sequoia Capital,,2007
imeem,Sequoia Capital,,2009
Navigenics,Sequoia Capital,,2007
"Natera, Inc.",Sequoia Capital,,2009
Pontis,Sequoia Capital,,2009
OpenDNS,Sequoia Capital,,2009
Advanced Power Projects,Sequoia Capital,,2008
StrongView,Sequoia Capital,,2009
Conformia Software,Sequoia Capital,,2008
TutorVista.com,Sequoia Capital,,2008
Correlix,Sequoia Capital,,2008
Zappos,Sequoia Capital,,2005
ideacts innovations,Sequoia Capital,,2008
Kontera,Sequoia Capital,,2009
eMeter,Sequoia Capital,,2009
Rayspan,Sequoia Capital,,2009
eCardio,Sequoia Capital,,2009
Comviva,Sequoia Capital,,2005
TuneIn,Sequoia Capital,,2010
MobileIron,Sequoia Capital,,2008
MobileIron,Sequoia Capital,,2009
Sofa Labs,Sequoia Capital,,2009
"Natera, Inc.",Sequoia Capital,,2008
Ruckus,Sequoia Capital,,2009
Oorja Protonics,Sequoia Capital,,2006
Unisfair,Sequoia Capital,,2009
Open Silicon,Sequoia Capital,,2007
Santur Corporation,Sequoia Capital,,2009
Discretix,Sequoia Capital,,2007
Achates Power,Sequoia Capital,,2009
Topio,Sequoia Capital,,2006
Websense,Sequoia Capital,,2006
DailyBooth,Sequoia Capital,,2009
Jive Software,Sequoia Capital,,2009
Unity Technologies,Sequoia Capital,,2009
Bump Technologies,Sequoia Capital,,2009
Y Combinator,Sequoia Capital,,2009
StrongView,Sequoia Capital,,2004
StrongView,Sequoia Capital,,2006
StrongView,Sequoia Capital,,2007
SCIO Health Analytics,Sequoia Capital,,2008
Eventbrite,Sequoia Capital,,2009
IMImobile,Sequoia Capital,,2009
Outright,Sequoia Capital,,2009
Dropbox,Sequoia Capital,,2009
ReaMetrix,Sequoia Capital,,2009
OkBuy.com,Sequoia Capital,,2009
ServiceNow,Sequoia Capital,,2009
CloudShare,Sequoia Capital,,2009
Kenshoo,Sequoia Capital,,2009
Quantenna Communications,Sequoia Capital,,2010
Tribi Embedded Technologies Private,Sequoia Capital,,2008
Acton Pharmaceuticals,Sequoia Capital,,2010
Oorja Protonics,Sequoia Capital,,2010
Blippy Social Commerce,Sequoia Capital,,2010
Bootstrap Software,Sequoia Capital,,2009
Sanrad,Sequoia Capital,,2010
Jawbone,Sequoia Capital,,2008
Avalanche Technology,Sequoia Capital,,2010
WiQuest Communications,Sequoia Capital,,2007
Mixer Labs,Sequoia Capital,,2008
Mixer Labs,Sequoia Capital,,2009
Cast Iron Systems,Sequoia Capital,,2007
Pontis,Sequoia Capital,,2007
51.com,Sequoia Capital,,2007
Zhanzuo,Sequoia Capital,,2007
UUSEE,Sequoia Capital,,2007
Satellier,Sequoia Capital,,2007
Sipera Systems,Sequoia Capital,,2007
ApnaPaisa,Sequoia Capital,,2007
Moblica,Sequoia Capital,,2010
Nazara Technologies,Sequoia Capital,,2007
Xoom Corporation,Sequoia Capital,,2010
Silent Communication,Sequoia Capital,,2007
ITA Software,Sequoia Capital,,2006
Skyrider,Sequoia Capital,,2006
TutorVista.com,Sequoia Capital,,2006
Airbnb,Sequoia Capital,,2009
51.com,Sequoia Capital,,2006
Zhanzuo,Sequoia Capital,,2006
Unisfair,Sequoia Capital,,2006
Druva,Sequoia Capital,,2010
TutorVista.com,Sequoia Capital,,2006
PortAuthority Technologies,Sequoia Capital,,2006
Jasper Wireless,Sequoia Capital,,2012
Sipera Systems,Sequoia Capital,,2006
Conformia Software,Sequoia Capital,,2006
Clearwell Systems,Sequoia Capital,,2006
Narzana Technologies,Sequoia Capital,,2006
SintecMedia,Sequoia Capital,,2006
Agitar,Sequoia Capital,,2006
Waps.cn,Sequoia Capital,,2006
Kavam.com,Sequoia Capital,,2006
Comsenz,Sequoia Capital,,2006
Songbird,Sequoia Capital,,2006
Barracuda Networks,Sequoia Capital,,2006
Beceem Communications,Sequoia Capital,,2007
Cotendo,Sequoia Capital,,2010
VanceInfo Technologies,Sequoia Capital,,2006
Digital Chocolate,Sequoia Capital,,2006
ConSentry Networks,Sequoia Capital,,2006
WiQuest Communications,Sequoia Capital,,2006
Miradia,Sequoia Capital,,2006
Klarna,Sequoia Capital,,2010
Sipera Systems,Sequoia Capital,,2010
Y Combinator,Sequoia Capital,,2010
Taykey,Sequoia Capital,,2010
PowerFile,Sequoia Capital,,2006
AppLabs,Sequoia Capital,,2006
Dblur Technologies,Sequoia Capital,,2006
Maxscend Technologies,Sequoia Capital,,2006
Snaptu,Sequoia Capital,,2010
Sencha,Sequoia Capital,,2010
PortAuthority Technologies,Sequoia Capital,,2005
Sunrun,Sequoia Capital,,2010
Elemental Cyber Security,Sequoia Capital,,2005
Topio,Sequoia Capital,,2005
Nimbula,Sequoia Capital,,2010
eMeter,Sequoia Capital,,2010
MobileIron,Sequoia Capital,,2010
PeakStream,Sequoia Capital,,2005
Beijing Zhijin Leye Education and Technology Co,Sequoia Capital,,2010
Jive Software,Sequoia Capital,,2010
SynapSense,Sequoia Capital,,2010
Kenshoo,Sequoia Capital,,2010
Infoblox,Sequoia Capital,,2005
Chelsio Communications,Sequoia Capital,,2005
ConSentry Networks,Sequoia Capital,,2005
Navini Networks,Sequoia Capital,,2005
Ruckus Wireless,Sequoia Capital,,2005
T-Networks,Sequoia Capital,,2005
Green Dot Corporation,Sequoia Capital,,2008
Green Dot Corporation,Sequoia Capital,,2003
Green Dot Corporation,Sequoia Capital,,2006
Airstrip Technologies,Sequoia Capital,,2010
Quick Heal Technologies,Sequoia Capital,,2010
Inkling Systems,Sequoia Capital,,2010
Nimbula,Sequoia Capital,,2010
Cast Iron Systems,Sequoia Capital,,2005
Eddingpharm (Cayman),Sequoia Capital,,2010
Micromax Informatics,Sequoia Capital,,2010
Aster Data Systems,Sequoia Capital,,2010
Quantenna Communications,Sequoia Capital,,2010
OpenDNS,Sequoia Capital,,2010
Open Silicon,Sequoia Capital,,2005
Xceive,Sequoia Capital,,2005
Followap,Sequoia Capital,,2005
Traiana,Sequoia Capital,,2005
Beceem Communications,Sequoia Capital,,2005
Logical Apps,Sequoia Capital,,2005
Eventbrite,Sequoia Capital,,2010
Right Hemisphere,Sequoia Capital,,2005
Olive Software,Sequoia Capital,,2005
Celon Laboratories,Sequoia Capital,,2010
Aceva Technologies,Sequoia Capital,,2005
OkBuy.com,Sequoia Capital,,2010
Evernote,Sequoia Capital,,2010
Nazara Technologies,Sequoia Capital,,2005
K-12 Techno Services,Sequoia Capital,,2010
DataStax,Sequoia Capital,,2010
RingCentral,Sequoia Capital,,2010
99times.cn,Sequoia Capital,,2010
Acousticeye,Sequoia Capital,,2010
Vipshop,Sequoia Capital,,2010
Airbnb,Sequoia Capital,,2010
TokBox,Sequoia Capital,,2010
Virident Systems,Sequoia Capital,,2010
GameGround,Sequoia Capital,,2010
Meebo,Sequoia Capital,,2010
Wilocity,Sequoia Capital,,2010
Tumblr,Sequoia Capital,,2010
PayPal,Sequoia Capital,,2000
"MongoDB, Inc.",Sequoia Capital,,2010
Nimble Storage,Sequoia Capital,,2010
Fashion & You,Sequoia Capital,,2010
iYogi,Sequoia Capital,,2010
Clustrix,Sequoia Capital,,2010
Pocket Gems,Sequoia Capital,,2010
Bump Technologies,Sequoia Capital,,2011
Square,Sequoia Capital,,2011
Stoke,Sequoia Capital,,2011
Meraki,Sequoia Capital,,2011
Cue,Sequoia Capital,,2011
Clickatell,Sequoia Capital,,2011
HubSpot,Sequoia Capital,,2011
DailyBooth,Sequoia Capital,,2011
Flite,Sequoia Capital,,2011
Churn Labs,Sequoia Capital,,2011
Color Labs Inc.,Sequoia Capital,,2011
AssureRx Health,Sequoia Capital,,2011
Cityzenith,Sequoia Capital,,2011
WhatsApp,Sequoia Capital,,2011
POPSUGAR,Sequoia Capital,,2011
Milanoo.com,Sequoia Capital,,2011
Kaminario,Sequoia Capital,,2011
Sourcebits,Sequoia Capital,,2011
Onavo,Sequoia Capital,,2011
Personetics Technologies,Sequoia Capital,,2011
MobileIron,Sequoia Capital,,2011
Mixpanel,Sequoia Capital,,2011
Mu Sigma,Sequoia Capital,,2011
Just Dial,Sequoia Capital,,2011
Taykey,Sequoia Capital,,2011
Cotendo,Sequoia Capital,,2011
Weebly,Sequoia Capital,,2011
Piazza,Sequoia Capital,,2011
CloudShare,Sequoia Capital,,2011
Jigsee,Sequoia Capital,,2011
Evernote,Sequoia Capital,,2011
Nimble Storage,Sequoia Capital,,2011
MoboTap,Sequoia Capital,,2011
SynapSense,Sequoia Capital,,2011
Unity Technologies,Sequoia Capital,,2011
Hearsay Social,Sequoia Capital,,2011
Yahoo!,Sequoia Capital,,1995
Yahoo!,Sequoia Capital,,1995
Inkling Systems,Sequoia Capital,,2011
Druva,Sequoia Capital,,2011
AtomShockwave,Sequoia Capital,,2001
Innovid,Sequoia Capital,,2011
Flickme,Sequoia Capital,,2011
Dropbox,Sequoia Capital,,2011
RingCentral,Sequoia Capital,,2011
FoundValue,Sequoia Capital,,2004
"MongoDB, Inc.",Sequoia Capital,,2011
Roambi,Sequoia Capital,,2011
Hearsay Social,Sequoia Capital,,2011
Mintigo,Sequoia Capital,,2011
Tumblr,Sequoia Capital,,2011
Achievers,Sequoia Capital,,2011
Sencha,Sequoia Capital,,2011
Virident Systems,Sequoia Capital,,2011
Trippy,Sequoia Capital,,2011
Xoom Corporation,Sequoia Capital,,2011
Houzz,Sequoia Capital,,2011
Tutorspree,Sequoia Capital,,2011
"Natera, Inc.",Sequoia Capital,,2012
Natera,Sequoia Capital,,2012
Avalanche Technology,Sequoia Capital,,2012
Onavo,Sequoia Capital,,2012
Stripe,Sequoia Capital,,2012
Backplane,Sequoia Capital,,2012
Ruckus Wireless,Sequoia Capital,,2012
Chukong Technologies,Sequoia Capital,,2011
Correlix,Sequoia Capital,,2012
Karma,Sequoia Capital,,2011
Songkick,Sequoia Capital,,2012
Instagram,Sequoia Capital,,2012
Appirio,Sequoia Capital,,2012
Quantenna Communications,Sequoia Capital,,2012
Birst,Sequoia Capital,,2012
Drawbridge,Sequoia Capital,,2012
Qualtrics,Sequoia Capital,,2012
Sunrun,Sequoia Capital,,2012
Acousticeye,Sequoia Capital,,2012
"MongoDB, Inc.",Sequoia Capital,,2012
MobileIron,Sequoia Capital,,2012
AssureRx Health,Sequoia Capital,,2012
Kaminario,Sequoia Capital,,2012
OneAssist Consumer Solutions,Sequoia Capital,,2012
Clustrix,Sequoia Capital,,2012
Stripe,Sequoia Capital,,2012
FREECULTR,Sequoia Capital,,2012
Bit9,Sequoia Capital,,2012
Avalanche Technology,Sequoia Capital,,2012
MindSnacks,Sequoia Capital,,2012
TuneIn,Sequoia Capital,,2012
FutureAdvisor,Sequoia Capital,,2012
Telcare,Sequoia Capital,,2012
Nimble Storage,Sequoia Capital,,2012
Virident Systems,Sequoia Capital,,2012
Capillary Technologies,Sequoia Capital,,2012
Duck Duck Moose,Sequoia Capital,,2012
Medallia,Sequoia Capital,,2012
Romotive,Sequoia Capital,,2012
HubSpot,Sequoia Capital,,2012
Kenshoo,Sequoia Capital,,2012
Versa Networks,Sequoia Capital,,2012
AdNear,Sequoia Capital,,2012
AgilOne,Sequoia Capital,,2011
AgilOne,Sequoia Capital,,2012
Okta,Sequoia Capital,,2012
Chartboost,Sequoia Capital,,2013
Health Catalyst,Sequoia Capital,,2013
FireEye,Sequoia Capital,,2013
EndoChoice,Sequoia Capital,,2013
Prosper,Sequoia Capital,,2013
Houzz,Sequoia Capital,,2013
Dexetra,Sequoia Capital,,2013
Ravello Systems,Sequoia Capital,,2013
Scodix,Sequoia Capital,,2013
Drawbridge,Sequoia Capital,,2013
Click Security,Sequoia Capital,,2013
Innovid,Sequoia Capital,,2013
Stripe,Sequoia Capital,,2011
Pyramid Analytics,Sequoia Capital,,2013
MarkLogic,Sequoia Capital,,2013
Natera,Sequoia Capital,,2013
Clustrix,Sequoia Capital,,2013
MadeiraCloud,Sequoia Capital,,2013
Interlude,Sequoia Capital,,2013
Skyhigh Networks,Sequoia Capital,,2013
TuneIn,Sequoia Capital,,2013
Stella & Dot,Sequoia Capital,,2011
Thumbtack,Sequoia Capital,,2013
hdtMEDIA,Sequoia Capital,,2006
Personetics Technologies,Sequoia Capital,,2013
ThousandEyes,Sequoia Capital,,2013
Sosh,Sequoia Capital,,2011
R2 Semiconductor,Sequoia Capital,,2013
Inkling Systems,Sequoia Capital,,2013
Interlude,Sequoia Capital,,2011
Seculert,Sequoia Capital,,2013
Instacart,Sequoia Capital,,2013
Comprehend Systems,Sequoia Capital,,2013
Taykey,Sequoia Capital,,2013
Inkling Systems,Sequoia Capital,,2011
indeni,Sequoia Capital,,2012
"Kiwi, Inc.",Sequoia Capital,,2013
Hoolai Games,Sequoia Capital,,2011
IPG,Sequoia Capital,,2013
Clustrix,Sequoia Capital,,2013
Birst,Sequoia Capital,,2013
mo9 (moKredit),Sequoia Capital,,2013
R2 Semiconductor,Sequoia Capital,,2012
Zazma,Sequoia Capital,,2013
Whisper,Sequoia Capital,,2013
Hearsay Social,Sequoia Capital,,2013
Jawbone,Sequoia Capital,,2013
MobileIron,Sequoia Capital,,2013
Okta,Sequoia Capital,,2013
App Annie,Sequoia Capital,,2013
Prosper,Sequoia Capital,,2013
Shopular,Sequoia Capital,,2013
Good Eggs,Sequoia Capital,,2013
HireVue,Sequoia Capital,,2013
Skyscanner,Sequoia Capital,,2013
"MongoDB, Inc.",Sequoia Capital,,2013
Idea Device,Sequoia Capital,,2013
CoreOS,Sequoia Capital,,2013
Achates Power,Sequoia Capital,,2013
Druva,Sequoia Capital,,2013
Wilocity,Sequoia Capital,,2013
Mintigo,Sequoia Capital,,2013
Chukong Technologies,Sequoia Capital,,2013
Ravello Systems,Sequoia Capital,,2013
Virident Systems,Sequoia Capital,,2012
Airbnb,Sequoia Capital,,2012
Airbnb,Sequoia Capital,,2012
Cloudnine Hospitals,Sequoia Capital,,2013
Super,Sequoia Capital,,2013
Zomato,Sequoia Capital,,2013
Jasper Wireless,Sequoia Capital,,2005
6Wunderkinder,Sequoia Capital,,2013
Mojave Networks,Sequoia Capital,,2013
Plain Vanilla,Sequoia Capital,,2013
girnarsoft,Sequoia Capital,,2013
THE MELT,Sequoia Capital,,2011
Adallom,Sequoia Capital,,2012
Ele.me,Sequoia Capital,,2013
Douban,Sequoia Capital,,2011
Acousticeye,Sequoia Capital,,2013
Clever,Sequoia Capital,,2013
vIPtela,Sequoia Capital,,2013
Qihoo 360 Technology,Sequoia Capital,,2006
Mecox Lane,Sequoia Capital,,2008
SKY Network Technology,Sequoia Capital,,2007
SKY Network Technology,Sequoia Capital,,2008
NQ Mobile Inc.,Sequoia Capital,,2010
NQ Mobile Inc.,Sequoia Capital,,2007
NQ Mobile Inc.,Sequoia Capital,,2010
NQ Mobile Inc.,Sequoia Capital,,2010
IPG,Sequoia Capital,,2010
Moovit,Sequoia Capital,,2013
wildcraft,Sequoia Capital,,2013
Plain Vanilla,Sequoia Capital,,2013
JuMei.com,Sequoia Capital,,2011
AutoNavi,Sequoia Capital,,2006
Navidog,Sequoia Capital,,2012
Changba,Sequoia Capital,,2012
ganjiwang,Sequoia Capital,,2011
Meituan.com,Sequoia Capital,,2011
Meituan.com,Sequoia Capital,,2010
vip.com,Sequoia Capital,,2011
vip.com,Sequoia Capital,,2011
vip.com,Sequoia Capital,,2010
Dianping,Sequoia Capital,,2006
Dianping,Sequoia Capital,,2007
Bubbly,Sequoia Capital,,2012
Bubbly,Sequoia Capital,,2011
Bubbly,Sequoia Capital,,2008
Bubbly,Sequoia Capital,,2006
Zhaogang,Sequoia Capital,,2013
Backplane,Sequoia Capital,,2013
BankBazaar.com,Sequoia Capital,,2014
Hintsoft,Sequoia Capital,,2007
l99.com,Sequoia Capital,,2010
Adallom,Sequoia Capital,,2014
Angel Group Holding Company,Sequoia Capital,,2014
Meilishuo,Sequoia Capital,,2011
Meilishuo,Sequoia Capital,,2011
QFPay,Sequoia Capital,,2014
Stripe,Sequoia Capital,,2014
POLYBONA,Sequoia Capital,,2010
POLYBONA,Sequoia Capital,,2009
POLYBONA,Sequoia Capital,,2009
POLYBONA,Sequoia Capital,,2008
Beisen,Sequoia Capital,,2013
Liebo,Sequoia Capital,,2012
Huoli,Sequoia Capital,,2011
2345.com,Sequoia Capital,,2010
IAT-Auto,Sequoia Capital,,2009
Aobi Island,Sequoia Capital,,2009
Osen,Sequoia Capital,,2007
Health Catalyst,Sequoia Capital,,2014
Health Catalyst,Sequoia Capital,,2011
Prizm Payment Services,Sequoia Capital India,,2011
Fashion & You,Sequoia Capital India,,2011
Just Dial,Sequoia Capital India,,2012
Hector Beverages,Sequoia Capital India,,2013
Citrus,Sequoia Capital India,,2013
PBworks,Seraph Group,,2006
IMVU,Seraph Group,,2006
Silver Tail Systems,Seraph Group,,2008
Threadbox,Seraph Group,,2009
